Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0058699-2,SO0058699,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,going to freeze winterize,Unknown,Empty the product tank and rinse tank. Lower the product boom and RECULATION system. Drain CHEMICAL INDUCTOR. Remove filter bowls and clean filters. Reinstall filters. Wait for RV antifreeze.  Fill the flush tank with 30 gallons. RV antifreeze.  Fill the product with the R,Stuck Open - Wheel,"Coap Control Valve - Replaced, Coil - Replaced",SO0058699,2,Not Specified,2,PK SYSTEMS,HF7430     PASE,1/4 PIPE CL/NIP,6.7,6.7,1/18/2024,6.38,1678.9998
SO0058699-3,SO0058699,3,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,product boom leaks after use of boom air purge system.,Unknown,Install pressure regulator according to ASSIST. TO reduce air pressure from 120 PSI. up to 55 psi.,Not Installed - Mat,Slip Mat - Installed,SO0058699,3,Not Specified,1,PASE,AF11343     PASE,REGULATOR,33.91,31.1099,1/18/2024,2.22,452.8699
SO0058699-5,SO0058699,5,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,product boom leaks after use of boom air purge system.,Unknown,Install pressure regulator according to ASSIST. TO reduce air pressure from 120 PSI. up to 55 psi.,Not Mentioned - Boom,"Breakaway Bumper - Removed, Pin - Cleaned, Breakaway Pin - Ran",SO0058699,5,Not Specified,2,PK SYSTEMS,25500950     PASE,1/2X3/8 FITTING,3.82,3.82,1/18/2024,2.22,452.8699
SO0058699-7,SO0058699,7,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,"Not Mentioned - No Component Mentioned, Not Mentioned - DEF System",DEF - Installed,SO0058699,7,Not Specified,1,PASE,32213972     PASE,BODY,61.91,56.8,1/29/2024,1.0999,463.03
SO0058699-8,SO0058699,8,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,Oil Leak - Hose,No Component Mentioned - No Component Mentioned,SO0058699,8,Not Specified,6,PASE,942-4493     PASE,NUT  LOCK,2.76,2.51,1/29/2024,1.0999,463.03
SO0058700-1,SO0058700,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,Not Mentioned - Transmission,"Rear Differential - Inspected, Rear Differential - Drained, Hub Bolt - Removed, Hub Axle - Inspected",SO0058700,1,Not Specified,3,PASE,2881441     PASE,PLATE  MOUNTING,0,52.41,1/29/2024,1.0999,463.03
SO0058700-2,SO0058700,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,Oil Leak - Hydraulic Block,"O Ring Seal - Reinstalled, Plug Fitting - Reassembled",SO0058700,2,Not Specified,12,PASE,244441094     AGRO,WASHER,23.4,24.24,1/29/2024,1.0999,463.03
SO0058709-1,SO0058709,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,Not Latched - Steering,Cable - Rerouted,SO0058709,1,Not Specified,6,PASE,244441048     AGRO,"BOLT,M12 X 85",71.76,65.8799,1/29/2024,1.0999,463.03
SO0058710-1,SO0058710,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,"Leak - Shaft, Excessive End Play - Shaft","Air Line Shift Solenoid - Removed, Drive Shaft - Removed, No Component Mentioned - Drained, Auxiliary Transmission - Removed, Auxiliary Transmission Yoke - Removed, Air Fitting - Removed, Auxiliary Transmission Yoke - Installed, Auxiliary Transmission - Installed",SO0058710,1,Not Specified,1,PASE,244441043     AGRO,BRACKET,48.75,40.46,1/29/2024,1.0999,463.03
SO0058711-1,SO0058711,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,Parts made to order to place the correct Doom saddle. 3 plates were installed where the right saddle connects to the frame. New hardware installed with RED LOCKTITE and torqued to 80 ft. LB. I have to remember the automatic unfolding of the page. Mark and I had shields made to protect the product boom. In,Not Installed - Oil Cooler,"Shroud - Installed, Hinge Plate - Installed, Cooler - Installed, Cooler Screen - Installed",SO0058711,1,Not Specified,1,PASE,244443434     AGRO,BRACKET,48.75,40.46,1/29/2024,1.0999,463.03
SO0058711-2,SO0058711,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Not Mentioned - Boom,"Left Boom - Unfold, Height Sensor - Unhook, Boom Position Sensor - Unhook, Breakaway - Removed, Middle Boom - Removed",SO0058711,2,Not Specified,1,PASE,244443974     AGRO,BOLT,5.35,2.45,1/29/2024,22.9196,4541.1197
SO0058711-4,SO0058711,4,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Cracked - Tip,"Tip - Reinstalled, Breakaway - Added, Plate - Used Grinder, Cylinder - Added, Pin - Added, Hydraulic Line - Hooked",SO0058711,4,Not Specified,1,PASE,244443975     AGRO,FILTER  FUEL,20.25,11.46,1/29/2024,22.9196,4541.1197
SO0058716-1,SO0058716,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Not Mentioned - Not Mentioned,"Right Rear Wheel - Removed, Brake Shoe - Reconnected, Brake Drum - Removed",SO0058716,1,Not Specified,1,PASE,244449512     AGRO,FILTER  ENGINE OIL,163.71,105.66,1/29/2024,22.9196,4541.1197
SO0058722-1,SO0058722,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Not Mentioned - Not Mentioned,"Windshield - Removed, Windshield - Reinstalled, Windshield - Installed",SO0058722,1,Not Specified,1,PASE,244449072     AGRO,FILTER  FUEL,82.25,56.5799,1/29/2024,22.9196,4541.1197
SO0058722-2,SO0058722,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Bent - Boom,"Left Boom Strut Pin - Replaced, Left Boom Strut - Installed",SO0058722,2,Not Specified,30,PASE,244449073     AGRO,OIL,199.5,101.1,1/29/2024,22.9196,4541.1197
SO0058725-1,SO0058725,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Not Folding - Boom,"Spring Bundle - Removed, Spring Bundle - Installed, Spring Bundle - Realigned",SO0058725,1,Not Specified,1,PASE,244441041     AGRO,WASHER,1.1,0.7199,1/29/2024,22.9196,4541.1197
SO0058725-2,SO0058725,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,Do service needed,Unknown,Replace Eng. OIL and filter.  30 qt 10w40Replace fuel filter BLEED fuel system Check engine. AIR FILTER. THEY looked OK. Machine greased. Ing. Coolant good down to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hydr. OIL tank with HV 46 8 qt. from stock,Not Mentioned - Tire,No Component Mentioned - No Component Mentioned,SO0058725,2,Not Specified,1,PASE,244441042     AGRO,NUT  LOCK,3.1,1.4199,1/29/2024,22.9196,4541.1197
SO0058725-3,SO0058725,3,6/1/2023,PASEIH,9861,SPRAYS,,YPT056989,0,INSTALL BOOM RECIRCULATION KIT AND PDI,Unknown,MACHINE FLUID LEVELS CHECKED. PLANETARY MOTORS FILLED WITH OIL. CATWALK GLAMOR PANEL REMOVED AND RE-ASSEMBLED. LIGHTS FUNCTION CHECKED. DRIVE TO TEST HYDROMOTOR OPERATION AND TEMPERATURE CHANGE. GUIDE COMPONENTS INSTALLED AND CALIBRATED. INSTALLED 5 WAY NOZZLE,Not Installed - Mudflap,No Component Mentioned - No Component Mentioned,SO0058725,3,Not Specified,0,PASE,244249971     AGRO,MODULE,0,0,6/20/2023,86.5891,5500.4399
SO0058725-5,SO0058725,5,6/5/2023,PASEIH,9861,SPRAYS,,YPT056717,157.8,Fencerow nozzle leaking,Unknown,SCREW FALLED OUT OF THE FENCE. ROW NOZZLE PARTS LOST IN THE FIELD. MAINTENANCE TARGET 14 MILES. REMOVE AND REPLACE FENCE ROW NOZZLE BODY. RUNNING TEST.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058725,5,Not Specified,0,PASE,244245847     AGRO,SENSOR,0,0,6/28/2023,0.9,162.95
SO0058727-1,SO0058727,1,6/5/2023,PASEIH,9861,SPRAYS,,YPT056717,157.8,Fencerow nozzle leaking,Unknown,SCREW FALLED OUT OF THE FENCE. ROW NOZZLE PARTS LOST IN THE FIELD. MAINTENANCE TARGET 14 MILES. REMOVE AND REPLACE FENCE ROW NOZZLE BODY. RUNNING TEST.,Not Mentioned - Not Mentioned,Nozzle - Added,SO0058727,1,Not Specified,1,PASE,Z19955     AGRO,NOZZLE,7.02,5.85,6/28/2023,0.9,162.95
SO0058727-12,SO0058727,12,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Fraying - Strap,Limit Strap - Replaced,SO0058727,12,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PK SYSTEMS,244441047     AGRO,1/2 COUPLER,0,0,7/29/2023,3.8999,729.3
SO0058727-12,SO0058727,12,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Fraying - Strap,Limit Strap - Replaced,SO0058727,12,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PK SYSTEMS,4452558     PASTEL,1/2 COUPLER,0,0,7/29/2023,3.8999,729.3
SO0058727-15,SO0058727,15,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,"Stuck - Auger, Inoperative - Auger","Air Cylinder - Replaced, Fitting - Installed, Clevis Kit - Installed",SO0058727,15,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PASE,244245842     AGRO,BAR,0,0,7/29/2023,3.8999,729.3
SO0058727-2,SO0058727,2,6/5/2023,PASEIH,9861,SPRAYS,,YPT056717,157.8,CUSTOMER IS GETTING FAULT. CODE: F ›¼À“ 354›¼À“31.,LUBRICANT USED ON O-RING HAD DRIP DOWN CONTAMINATING SENSOR. INSTALL NEW SENSOR.,"REMOVE THE IMPACT HUMIDITY SENSOR. LUBRICANT USED ON O-RING DROPPED DOWN AND CONTAMINATED SENSOR. INSTALL NEW SENSOR. RUN TEST MACHINE, CHECK FUNCTION.",Leak - Fitting,"Air Fitting - Replaced, Y Fitting - Installed, Air Hose - Retightened",SO0058727,2,SERVICE CALL 40 MILES TWO TRIPS,1,PASE,Y242011     AGRO,SENSOR,174.72,145.5999,7/14/2023,0.9999,347.97
SO0058727-3,SO0058727,3,6/5/2023,PASEIH,9861,SPRAYS,,YPT056717,157.8,CUSTOMER IS GETTING FAULT. CODE: F ›¼À“ 354›¼À“31.,LUBRICANT USED ON O-RING HAD DRIP DOWN CONTAMINATING SENSOR. INSTALL NEW SENSOR.,"REMOVE THE IMPACT HUMIDITY SENSOR. LUBRICANT USED ON O-RING DROPPED DOWN AND CONTAMINATED SENSOR. INSTALL NEW SENSOR. RUN TEST MACHINE, CHECK FUNCTION.","Leak - Seal, Dirty - No Component Mentioned","No Component Mentioned - Replaced, No Component Mentioned - Drained",SO0058727,3,SERVICE CALL 40 MILES TWO TRIPS,0,PASE,Y242517     AGRO,NOZZLE,0,0,7/14/2023,0.9999,347.97
SO0058727-4,SO0058727,4,6/7/2023,PASEIH,9861,SPRAYS,,YPT056896,0,Set up unit and PDI,Unknown,An inspection was carried out before delivery. The setup process is not complete because a wiring harness had a defective connector. The PDI will be completed for another service order to be determined.,"Broken - Sensor, Dangling - Wire","Sensor - Installed, Wire - Cut",SO0058727,4,Not Specified,0,PASE,352824     AGRO,HARNESS  WIRE,0,0,6/30/2023,29.8298,5001.4498
SO0058727-5,SO0058727,5,6/9/2023,PASEIH,9861,SPRAYS,,YPT056185,104,AUTO BOOM WON'T WORK,FAULTY AUTOBOOM SENSORAUTOBOOM NODE SOFTWARE,"TOTAL MILES: 163 KM OUT: 17263 KM IN: 17426 LOCATION: 1701 US HWY 14 W HURON, SD TO 43.76885, -98.97190 DRIVE TO CUSTOMER LOCATION CAR BOOM SENSORS INSPECTED ON EACH BOOM. KEY TURNED ON AND LOOKING FOR POWERUP.RIGHT SENSOR DOES NOT LIGHT UP","Dirty - Cab, Dirty - Cab","Cab Filter - Replaced, Cab Filter Housing - Cleaned, Filter - Tested, Filter - Cleaned",SO0058727,5,Not Specified,1,PASE,244202445     AGRO,SENSOR,1048.13,669.46,9/12/2023,6.52,2649.6
SO0058727-6,SO0058727,6,6/9/2023,PASEIH,9861,SPRAYS,,YPT056185,22,PRODUCT LEAK UNDER PRODUCT TANK.,BAD GASKET SEAL AND DAMAGED CLAMPS.,Tried tightening the clamps to see if they were loose. The clamps could not be tightened O-RING,Not Sealed - Door,Door Seal - Replaced,SO0058727,6,Not Specified,2,PASE,244247440     AGRO,CLAMP,20,14.1,9/12/2023,2.9999,538.98
SO0058727-7,SO0058727,7,6/9/2023,PASEIH,9861,SPRAYS,,YPT056185,22,PRODUCT LEAK UNDER PRODUCT TANK.,BAD GASKET SEAL AND DAMAGED CLAMPS.,Tried tightening the clamps to see if they were loose. The clamps could not be tightened O-RING,Leak - Steering,Right Steering Cylinder - Removed,SO0058727,7,Not Specified,2,PASE,244247445     AGRO,GASKET,7.1,3.18,9/12/2023,2.9999,538.98
SO0058727-8,SO0058727,8,6/19/2023,PASEIH,9861,SPRAYS,,YPT056989,13.35,DEF ERROR CODES,INTERNAL ISSUE IN SUPPLY MODULE,"I went into the field, connected EST and found error codes 5435.05, 6819.31, 5246.00 and 5246.15. I cleared the codes and reset the counter. I drove the sprayer down the road and the 5435.05 came back. I ENTERED THD CASE 107932568. I CHECKED THE WIRING HARNESS",Leak - Fan,"Right Fan Motor - Replaced, Fan - Installed, Hub - Installed, Upper Fan Housing - Installed, Sensor Cage - Installed",SO0058727,8,Not Specified,1,PASE,GR1     PASTEL,MODULE,1100,715,6/23/2023,6.3499,2145.2099
SO0058738-1,SO0058738,1,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Worn - Brake,"Air Hose - Rebuilt, Hose - Reinstalled, Hose - Rerouted",SO0058738,1,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PASE,84044979     PASE,FITTING,0,0,7/29/2023,3.8999,729.3
SO0058744-1,SO0058744,1,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Not Mentioned - Wire,"Mirror Wire Plug - Reconnected, Mirror - Tested",SO0058744,1,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PASE,BN73149     PASE,SEAL  RING,0,0,7/29/2023,3.8999,729.3
SO0058744-2,SO0058744,2,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058744,2,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PASE,14755449     PASE,REDUCER,0,0,7/29/2023,3.8999,729.3
SO0058744-3,SO0058744,3,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,BOOM FOLD UNEVEN AND HITTING CRADLE,SENSORS OUT OF RANGE,Kevin Hammer from CNH was here to go over the machine's PDI. He was here to help diagnose the problem of the outriggers touching the top of the cradle when folded and deploying unevenly. The technician checked each of the 6 sensors and found them all to be out of range. Tec,Not Mentioned - Not Mentioned,"Ladder Bed - Installed, Light - Installed, Shield - Installed",SO0058744,3,"5 hours accounted for as generic codes. Should be able to get another 4+ hours for the hooking up EST, programing software, programing sensors, and running calibrations.",0,PK SYSTEMS,32517102     PASE,1/4 PIPE CL/NIP,0,0,7/29/2023,3.8999,729.3
SO0058744-4,SO0058744,4,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,Unknown,"INSTALLS CAMERAS AND CHECKS OPERATION. START WITH THE BOOM RETURN KIT. INSTALLS 2 4"" EXTENSIONS FOR THE VALVES TO BE INSTALLED FROM THE SUPPORT BRACKETS. INSTALLED 1 4” EXTENSION BETWEEN INDUCTOR AND CHECK VALVE FOR BOOM RECIRCULATION. 1 BALL VALVE INSTALLED TO PREVENT PRODU",Not Installed - Manifold,"Hose - Realigned, Manifold Mount - Installed, Extension Harness - Installed",SO0058744,4,PDI/SET UP $7000RECIRC KIT $5100TIRE SWAP LABOR $730TIPS TO GET PUT ON PDI PER EMAIL $252.10,1,PK SYSTEMS,32517101     PASE,CLAMP,7.95,3.25,7/27/2023,70.2094,9478.0496
SO0058744-6,SO0058744,6,6/19/2023,PASEIH,9861,SPRAYS,2023,YPT056934,0,INSTALL SIDE CAMERA KIT .     THE BOXES WITH CAMERAS SMASHED. TAKING PICTURES.INSTALL  INSTALL SPRAY TIPS MR 110 08INSTALL BOOM RECULATION KITINSTALL DIFFERENT TIRES. SET UP AND PDI MACHINE,Unknown,"INSTALLS CAMERAS AND CHECKS OPERATION. START WITH THE BOOM RETURN KIT. INSTALLS 2 4"" EXTENSIONS FOR THE VALVES TO BE INSTALLED FROM THE SUPPORT BRACKETS. INSTALLED 1 4” EXTENSION BETWEEN INDUCTOR AND CHECK VALVE FOR BOOM RECIRCULATION. 1 BALL VALVE INSTALLED TO PREVENT PRODU",Not Mentioned - VSN,"VSN System - Installed, Harness - Retightened",SO0058744,6,PDI/SET UP $7000RECIRC KIT $5100TIRE SWAP LABOR $730TIPS TO GET PUT ON PDI PER EMAIL $252.10,1,PICK,32972575     PASE,"""FLANGE VALVE 1""""""",41.24,15.28,7/27/2023,70.2094,9478.0496
